MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM
20-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,157,2,1,1990,498,198,1,1,0
20-22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,211,2,1,1989,485,174,1,0.915,0.085
20-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,1,1970,558,106,0.995,1,0
20-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,1,1964,602,102,1,1,0
20-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,1958,604,99,0.966,1,0
20-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,1,1973,637.5,175,0.914,1,0
20-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,1,1977,639,186,0.976,1,0
20-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,1,1990,790,310,0.953,1,0
20-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2,1,1995,665,243,0.962,1,0
20-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1984,317.5,127,0.833,1,0
20-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1990,340,139,1,1,0
20-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,1988,2284,195,0.412,1,0
20-35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,158,2,1,1961,481,154.5,0.949,1,0
20-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,1,1959,561,155,0.982,1,0
20-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,2,1,1956,567,151,0.985,1,0
20-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,1,1956,890,126.5,0.944,1,0
20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,1,1975,585,178,1,1,0
20-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2,1,1954,777,121,0.96,1,0
20-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1958,635,112,0.983,1,0
20-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1990,220,142,1,1,0
20-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1971,2727,403,0,1,0
20-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,1966,3046,1027,0,1,0
20-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1972,12789,4418.5,0,1,0
20-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,1,1976,8644.5,2873.5,0,1,0
20-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,1982,622.5,106.5,0.708,1,0
20-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1989.5,11099,2371.5,0.125,1,0
20-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,1955,372,113,1,1,0
20-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1,1,1956,404,121,0.915,1,0
20-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2,1,1957,404,185,0.903,0.995,0.005
20-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2,1,1981,44,21488,0.891,0.408,0.592
20-65,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,1,2.5,0,1,250,2,1,2003,53,201,0.644,0.188,0.812
20-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,2,1,1952,361,122,0.983,0.983,0.017
20-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,1,1953,347,131,0.989,0.892,0.108
20-68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,173,2,1,1950,315,132,0.977,1,0
20-69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,245,2,1,1945,327,153,0.951,0.824,0.176
20-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,2,1953,336.5,236,0.979,0.894,0.106
20-71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,241,2,1,2008,139,201,0.822,0.419,0.581
20-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1983,1877,298,0,1,0
20-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1974,4534,201,0,1,0
20-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1954,13966,8320,0,1,0
20-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1911.5,10690.5,201,0,1,0
20-76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,144,2,2,1915,211,201,0.972,0.924,0.076
20-77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,422,2,2,1922,187,201,0.969,0.82,0.18
20-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,2,2,1951,187,201,0.944,0.752,0.248
20-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,2,3,1948,313,217,0.991,1,0
20-80,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,279,2,1,1958,69,297,0.982,0.186,0.814
20-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,2,1,2002,90,201,0.934,0.49,0.51
20-82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,433,2,1,1925,283,201,0.947,0.584,0.416
20-83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5,0.5,2,545,2,1,1998,58,274,0.954,0.246,0.754
20-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,1,2001,140,201,0.766,0,1
20-85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,556,2,1,1990,100,243,0.924,0.236,0.764
20-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2,1,1997,201,160,0.976,0.415,0.585
20-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,2,1,1980,118,153,0.986,0.363,0.637
21-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1822.5,6877,218.5,1,1,0
21-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1910,1229,171,1,1,0
21-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2018,276,201,1,0,1
21-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2,1,1983,514,201,0.939,0.778,0.222
21-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2,1,2004,587,201,1,1,0
21-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2,1,1990,403,201,0.935,0.783,0.217
21-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,1,1969,557,114,0.993,1,0
21-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2,1,1979,418,132,0.971,1,0
21-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2,1,1982,335,118,0.865,0.86,0.14
21-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,1,1986,569,160,0.948,1,0
21-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2,1,1973,605,175,0.974,1,0
21-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,1,1981,658,221,0.922,1,0
21-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,1989,665,233,0.962,1,0
21-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,1,1981,305,111,0.991,1,0
21-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,1,1983,293,136,0.932,1,0
21-32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,1,1,1985.5,21192,7317.5,0,1,0
21-34,0,0,0,1,0,0,0,0,0,0,0,0,0.333,0,0.667,0,1,0,1,0,0,2,2,91,2008,19636.5,201,0,1,0
21-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1962,343.5,119,0.667,1,0
21-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2,1,1965,247,157,0.82,0.835,0.165
21-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,1,1967,557,156.5,0.99,1,0
21-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2,1,1962,557,139,0.99,1,0
21-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,2,1,1998,423,201,0.991,1,0
21-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,1,1996,530,190,0.959,1,0
21-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2,1,1989.5,551,157,0.951,1,0
21-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1998,3798,1106,0,1,0
21-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,1,1964,550,201,0,0.175,0.825
21-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,1,1973,283,101,0.73,1,0
21-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,1,1967,558,136,0.803,1,0
21-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.5,1,1998.5,11278,402,0.375,0.875,0.125
21-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1985,16999,201,0.222,1,0
21-57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,9,1,1,1976,13889,1740,0,1,0
21-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1.5,1,1957,391.5,130,1,1,0
21-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,1,1957,386,122,0.968,0.968,0.032
21-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2,1,1956,411,129,0.927,1,0
21-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2,1,1960,450,182,0.962,0.989,0.011
21-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2,2,1960,379,205,0.917,0.959,0.041
21-66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,207,2,1,1952,369,116,0.952,1,0
21-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2,1,1952,418,116,0.983,1,0
21-68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,229,2,2,1949,408,195,0.965,0.983,0.017
21-69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,264,2,1,1950,431.5,142,0.989,0.848,0.152
21-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,1,1967,213,201,0.901,0.465,0.535
21-71,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,4,0,2,0,2,185,2,1,1986,34,201,0.946,0.443,0.557
21-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2,1,1988,323,201,0.71,0.57,0.43
21-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,2,1964,710.5,318,0.707,1,0
21-74,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,5,0,0,0,1,3,2,1,1972,36630,201,0,1,0
21-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1968,2471.5,201,0,1,0
21-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,1,1976,145,201,0.744,0.558,0.442
21-77,0,0,0.167,0.833,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,3,0,1,347,2,1,2009,49,201,0.885,0.213,0.787
21-78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,262,2,1,1968,128,218.5,0.901,0.492,0.508
21-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,2,1,1960,222,201,0.724,0.648,0.352
21-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,2,1,1972,183.5,201,0.765,0.542,0.458
21-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,2,1,1960,101.5,201,0.963,0.441,0.559
21-82,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,298,2,2,1924,261,216.5,0.879,0.745,0.255
21-83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,83,2,2,1924,258,250,0.855,0.904,0.096
21-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2,1,1989,64,256,0.958,0,1
21-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,2,1,1988,117,201,0.9,0.214,0.786
21-86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,510,2,1,1994,62.5,201,0.988,0.214,0.786
21-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,2,1,1989,79,201,0.837,0.065,0.935
22-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1816,12651,327,1,1,0
22-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,1972.5,614.5,187.5,0.708,1,0
22-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,1,1980,681,165,0.932,1,0
22-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2,1,1988,552,146,0.985,1,0
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,1,1988,496.5,127.5,0.982,1,0
22-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2,1,1972,425,132,0.778,1,0
22-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,1,1968,586,106,0.989,1,0
22-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,1,1987.5,536,175,0.929,1,0
22-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2,1,1982,650,187.5,0.982,1,0
22-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2,1,1976,583,218.5,0.97,1,0
22-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2,1,1972,576,167.5,1,1,0
22-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2,1,1967,565.5,164,0.991,1,0
22-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,1,1975,342,144,0.974,1,0
22-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,2,1,2015,73,201,0.649,0.151,0.849
22-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,1,1979.5,10144,490,0,1,0
22-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1970.5,5740.5,1028.5,0,1,0
22-35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,1987,7562,1588,0,1,0
22-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,1,2011,79,201,0.711,0.156,0.844
22-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2,1,1992,418,201,0.965,0.628,0.372
22-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,2,1,1984,364.5,116.5,0.957,0.837,0.163
22-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2,1,1992,409,165,0.943,1,0
22-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2005,9228,201,0,1,0
22-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1989,10978.5,201,0,1,0
22-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1978,5872,201,0,1,0
22-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5,1,1985,10469.5,201,0,1,0
22-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1980.5,11750.5,1567.5,0,1,0
22-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1985,20089,7045,0,1,0
22-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2000,20835,201,0,1,0
22-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1968,8685,1116.5,0,1,0
22-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1965,5686,3773,0,1,0
22-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,1960,418,134,0.966,0.966,0.034
22-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2,2,1960,395,267,0.947,1,0
22-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2,1,1961,431,201,0.949,0.995,0.005
22-65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,135,2,1,1965,445,178,0.941,1,0
22-66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,399,1,1,1982,52,179,0.885,0.258,0.742
22-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,2,1953,427,201,0.99,1,0
22-68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,0,0,353,2,2,1952,322,201,0.924,0.711,0.289
22-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2,1,1951,318,134,0.924,1,0
22-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,2,1,2002.5,216.5,201,0.966,0.5,0.5
22-71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,728,2,1,1997,81,274,0.705,0.359,0.641
22-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,2,1,1929,216,201,0.756,0.629,0.371
22-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2,2,1955,188,201,0.941,0.685,0.315
22-74,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,382,2,2,1950,199,201,0.908,0.736,0.264
22-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,1922,219.5,274,0.875,1,0
22-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1981.5,5323.5,846,0,1,0
22-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,2,1,2008,46,201,0.852,0.245,0.755
22-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,1969,1423,201,0.057,0.657,0.343
22-79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,55,2,1,1967,594,201,0.255,1,0
22-80,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,33,2,1,1954,493,271,0.303,0.879,0.121
22-81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,255,2,2,1926,240,252,0.937,0.678,0.322
22-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,2,2,1922,232,205,0.951,0.627,0.373
22-83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,154,2,1,2004,41,201,0.961,0.344,0.656
22-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2,1,1987,84,201,0.892,0.373,0.627
22-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,2,1,2004,84.5,201,0.842,0.203,0.797
22-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,2,1,1986,130.5,201,0.934,0.233,0.767
22-88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,554,2,1,1987,85,153,0.933,0.208,0.792
23-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1950,2736824,201,0,1,0
23-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1986,863,325,1,1,0
23-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,1,1965.5,492.5,109.5,0.917,1,0
23-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,262,2,1,1990,347.5,201,0.794,0.641,0.359
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,2,1,2002,125,201,0.817,0.254,0.746
23-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2,1,1989,530.5,170,0.954,0.947,0.053
23-26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,140,2,1,1991,490,189.5,0.986,1,0
23-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1,1,1968,620.5,113.5,0.989,1,0
23-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,1,1977,604,138,0.919,1,0
23-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,2,1,1969,526.5,157,0.993,1,0
23-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,2,1,1972,557,179,0.995,1,0
23-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,1,1964,561,157,0.985,1,0
23-32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,110,2,1,1965,557,158,0.891,1,0
23-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,1,1977,10693.5,4126.5,0,1,0
23-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,1,1965.5,161,902.5,0.438,0.875,0.125
23-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1974,14704.5,1695.5,0,1,0
23-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,1,2000,516,169,0.867,1,0
23-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,2000,551,201.5,0.7,1,0
23-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1998,61050,6925,0,1,0
23-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2002,46063,15672,0,1,0
23-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1996,24491,201,0,1,0
23-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1966,7059.5,160,0.5,1,0
23-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2006.5,1866090.5,201,0,1,0
23-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1972,159589,201,0,1,0
23-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1989,32115.5,201,0,1,0
23-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2005,29816,201,0,1,0
23-55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,7,1,1,1968,13455,5991,0,1,0
23-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,1,1952,191,186,0.804,0.661,0.339
23-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1967,6059,2447.5,0,0.8,0.2
23-58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0.5,0.5,0,0,16,1.5,1,1967,6013.5,1061.5,0,1,0
