MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM
38-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,2,1,1927,290,201,0.989,0.72,0.28
38-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,1,1927,268.5,201,0.967,0.667,0.333
38-75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,191,2,1,1922,375,220,0.979,0.911,0.089
38-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,2,1,1925,216,264,0.95,0.641,0.359
38-77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,369,2,1,1938,78,242,0.916,0.393,0.607
38-78,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,25.5,0,1,0,2.5,235,2,1,1954,76,364,0.851,0.26,0.74
38-79,0,0,0,1,0,0,0,0,0,0,0,0,0,0.667,0.333,0,5,0,0,0,4,157,3,3,1910,206,382,0.936,0.739,0.261
38-80,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,6,475,2,1,1910,128,277,0.853,0.621,0.379
38-81,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,4,1.5,4,1,6.5,526,2,1,1900,126,201,0.922,0.62,0.38
38-82,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,4,0,0,0.5,3.5,595,2,1,1914,59,201,0.904,0.277,0.723
38-83,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,0.4,0,3,0,3,0,5,196,2,1,1885,157,258.5,0.668,0.699,0.301
38-84,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,1,5,1.5,8.5,828,2,1,1995,29.5,201,0.8,0.157,0.843
38-85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,508,2,1,1992,38,201,0.819,0.154,0.846
38-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,2010,28,201,0.966,0.017,0.983
39-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1963,18395,201,1,1,0
39-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,1,1949,2032.5,196.5,1,1,0
39-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1960.5,1112.5,114,0.941,1,0
39-25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,21,1,1,1946,645,108,0.857,1,0
39-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1964,1657,175,0.889,1,0
39-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,1,1986,689,304,0.98,1,0
39-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,1,2002,739,265,1,1,0
39-51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.5,0,0,163,2,1,1981,510,201,1,1,0
39-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2,1,1961,407.5,160.5,0.985,1,0
39-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,2,1,1972,215.5,128,0.978,1,0
39-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1981,719,410,0.6,0.8,0.2
39-55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,123,2,1,2015,40,201,0.87,0.049,0.951
39-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,1,2007,295,201,0.868,1,0
39-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,2,1959,359,201,0.862,1,0
39-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,2,1950,375,170,0.956,0.981,0.019
39-59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,106,2,1.5,1948,372,150,0.943,0.981,0.019
39-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,2,1,1952,393,121,0.979,1,0
39-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,2,1,1971,349,127,0.99,0.857,0.143
39-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,2,1,1977,77,150,0.963,0.291,0.709
39-63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,3,511,2,1,1981,72,189,0.994,0.023,0.977
39-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,1955,437,113,0.56,1,0
39-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1969,6829,3857,0,1,0
39-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,1,1956,464,230,0.986,0.671,0.329
39-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2,1,1948,458,205,0.987,0.974,0.026
39-68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,135,2,1,1939,471,176,0.978,0.985,0.015
39-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,1,1938,468,157,0.988,0.975,0.025
39-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2,1,1950,416,201,0.984,0.868,0.132
39-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,2,1951,351,222,0.553,1,0
39-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,2,1,1930,78,211,0.924,0.294,0.706
39-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,2,1,1928,87,229,0.919,0.399,0.601
39-74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,242,2,1,1925,195,222,0.959,0.512,0.488
39-75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2,229,2,1,1917,261,207,0.939,0.921,0.079
39-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,2,1,1911,179,201,0.934,0.571,0.429
39-77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,5,472,2,1,1910,148,361,0.869,0.494,0.506
39-78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,4,558,2,1,1910,78,253,0.91,0.396,0.604
39-79,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0.75,0.25,0,0,4,2,6,1,3.5,729,2,1,1952,47,201,0.786,0.337,0.663
39-80,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,2,675,2,1,1900,130,201,0.95,0.633,0.367
39-81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,833,2,1,1931,88,201,0.872,0.473,0.527
39-82,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,1,6,364,2,1,1918.5,75.5,201,0.912,0.349,0.651
39-83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,4,288,2,1,1952,96,240,0.872,0.424,0.576
39-84,0,0,0,1,0,0,0,0,0,0,0,0,0.889,0,0.111,0,3,2,7,0,4,643,2,1,1968,80,201,0.851,0.451,0.549
39-85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,612,2,1,2006,47,201,0.922,0.222,0.778
39-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1968,1032,201,0,1,0
4-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,1,1926,497.5,119.5,0.969,1,0
4-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1950.5,1622.5,174,1,1,0
4-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,1,1956,1467,140,0.987,1,0
4-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,1,1957,1394,182,0.966,1,0
4-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,1,1957,1428.5,192.5,1,1,0
4-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,1,1954.5,1752.5,194,1,1,0
4-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,1968,1539,255,1,1,0
4-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1958.5,3427,303.5,1,1,0
4-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1961.5,2420.5,261,1,1,0
4-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,1,1955,1416,174,1,1,0
40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,1979.5,1129,276.5,1,1,0
40-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2,1,1981,549,236,1,1,0
40-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2,1,1958,483,140,0.987,1,0
40-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,2,1,1978,341,201,1,0.971,0.029
40-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,2,1,1976,236,124,0.99,1,0
40-54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.5,0,0.5,0,2,183,2,1,1974,389,213,0.989,0.913,0.087
40-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1954,889,327,0.714,0.857,0.143
40-56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,0,653,2,1,2010,52,201,0.942,0.055,0.945
40-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,1,1,1942,372,91,0.918,1,0
40-58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,256,1,1,1942,356,101,0.992,0.895,0.105
40-59,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,4,0,0,0,0,144,2,1,1951,419,133,0.951,1,0
40-60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5,0,1,0,1,128,2,1,1952,451,118,1,1,0
40-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,1,1955,436,110,1,1,0
40-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,1,1,2001,80,201,0.954,0.358,0.642
40-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,2,1,1990,43,201,0.871,0.004,0.996
40-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1968,9025,3838,0,1,0
40-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1973,10537,4434,0,1,0
40-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,1972,212,201,0.725,0.374,0.626
40-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,1,1953,631,264,0.99,1,0
40-68,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,138,2,1,1953,612,220.5,0.935,1,0
40-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,1,1957.5,724.5,309,0.96,1,0
40-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,1,1959,618,240,0.958,0.916,0.084
40-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,2,1,1948,418,156,0.97,0.847,0.153
40-72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,2,1,2008,117,201,0.867,0.333,0.667
40-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,1,1,1928,70,217,0.943,0.239,0.761
40-74,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,0.5,2,0,1.5,727,2,1,1923,68,253,0.968,0.278,0.722
40-75,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,5,0,0.5,1,4.5,435,2,1,1913,223,236,0.92,0.556,0.444
40-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2,2,1910,199,244.5,0.96,0.684,0.316
40-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,2,1,1910,186,240,0.85,0.629,0.371
40-78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0.5,0.5,0,2,590,2,1,1910,66,201,0.805,0.408,0.592
40-79,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0.5,0.5,0,2,676,2,1,1935,53,201,0.883,0.439,0.561
40-80,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,4,0,1,0,0,598,2,1,1900,132.5,201,0.838,0.726,0.274
40-81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,1,4,0,1,450,2,1,1910,109.5,260,0.953,0.518,0.482
40-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,2,1,1910,82,230,0.911,0.385,0.615
40-83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,0,3,552,2,1,1958,118.5,201,0.87,0.48,0.52
40-84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,398,2,1,1910,113,219,0.95,0.487,0.513
40-85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,2,233,2,1,1976,101,201,0.828,0.476,0.524
40-86,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,2,0,3,0,0,126,2,1,1987,49,201,0.802,0.31,0.69
41-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,1,1976,507.5,256,0.984,1,0
41-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,1,1960,500.5,181.5,0.974,1,0
41-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,1,1976,489,238,0.988,1,0
41-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,1,1978,502,187,0.995,0.957,0.043
41-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,1,1955,587,215,0.763,0.802,0.198
41-55,0,0,0,1,0,0,0,0,0,0,0,0,0.667,0.333,0,0,24,2,4,0,0,222,1,1,2010,34.5,201,0.761,0.261,0.739
41-56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,159,2,1,1957,324,219,0.981,0.824,0.176
41-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2,1,1954,335,109,0.949,0.641,0.359
41-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,2,2,1954,336.5,201,0.984,0.956,0.044
41-59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,257,2,1,1955,406,116,0.911,0.658,0.342
41-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,1,1954,465,110,0.994,1,0
41-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1,1,1953,477,111,0.955,1,0
41-62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,89,2,2,1959,269,214,0.91,0.966,0.034
41-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,2,1,2007,63,201,0.899,0.035,0.965
41-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1972,8936.5,4275,0,1,0
41-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1968.5,6557,3344.5,0,1,0
41-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,1970,620,207,0.533,0.933,0.067
41-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1,1,1956,632,241,0.984,0.969,0.031
41-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,2,1,1957,771,312,0.992,1,0
41-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2,1,1959,689.5,270.5,1,1,0
41-70,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,221,2,2,1959,256,251,0.995,0.968,0.032
41-71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,387,2,2,1951,181,201,0.845,0.907,0.093
41-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,2,1959,177,207,0.87,0.801,0.199
41-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,1,1997,112,220,0.605,0.58,0.42
41-74,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0.5,0,0,257,2,1,1920,163,293,0.949,0.502,0.498
41-75,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,11,0,0,0.5,3,685,2,1,1910,169,201,0.917,0.564,0.436
41-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,2,2,1910,195,256,0.903,0.693,0.307
41-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,2,1,1960,72,252,0.734,0.422,0.578
41-78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0.5,0.5,0,1,681,2,1,1996,46,201,0.825,0.28,0.72
41-79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,727,2,1,1927,66,201,0.856,0.436,0.564
41-80,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,4,0.5,0.5,0.5,1,413,2,1,1910,115,243,0.939,0.545,0.455
41-81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,376,2,1,1960.5,83.5,205.5,0.883,0.38,0.62
41-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1934,10246,5491,0,1,0
41-83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,182,2,1,1939,62,244,0.83,0.335,0.665
41-84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,526,2,1,1988,47,201,0.869,0.219,0.781
41-85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,508,2,1,2007,26,201,0.825,0.154,0.846
41-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,2,1,1986,284,201,0.678,0.57,0.43
42-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1994,1883,523,1,1,0
42-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,1,1955.5,392,180.5,0.941,1,0
42-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,2,1959,484,245,0.842,0.931,0.069
42-54,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0.25,0,3,0,2,0,1,186,2,1,1964,420,201,0.817,0.581,0.419
42-55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,79,2,3,1965,485,258,0.975,1,0
42-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2,1,1956,395,190,0.994,1,0
42-57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,233,1,1,1955,404,128,0.966,0.803,0.197
42-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,1,1958,372,122.5,0.964,1,0
42-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,1,1986,103,106,1,0.254,0.746
42-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,2,1961,289.5,221,0.922,1,0
42-61,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,2,167,2,1,2012,43,201,0.898,0.353,0.647
42-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2,2,1963,372,237,0.994,0.987,0.013
42-63,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0.8,0.2,0,0,4,1,2,0,2,290,2,1,2009,60,201,0.821,0.176,0.824
42-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,1955,513,104,0.65,1,0
42-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1955,544,104,0.688,1,0
42-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,1,1989.5,3938,765.5,0,1,0
42-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,1,1956.5,502,256,0.938,1,0
42-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2,2,1957,360,264,0.995,1,0
42-69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,3,276,2,2,1951,220,201,0.967,1,0
42-70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,386,2,2,1947,178,201,0.961,0.956,0.044
42-71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,436,2,2,1946,179,214,0.897,0.883,0.117
42-72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,860,2,1,1949,29,201,0.794,0.291,0.709
42-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,1,1948,242,201,0.693,0.653,0.347
42-74,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,6,0.5,2,0.5,0.5,193,2,1,2003,129,201,0.813,0.508,0.492
42-75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,328,2,1,1969.5,113.5,201,0.649,0.524,0.476
42-76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,88,2,2,1946,232.5,201,0.716,0.943,0.057
42-77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,801,1,1,1995,38,201,0.925,0.165,0.835
42-78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,6,515,2,1,1954,68,201,0.887,0.4,0.6
42-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,2,2,1910,154,201,0.955,0.683,0.317
42-80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,4,615,2,1,1910,154,223,0.966,0.524,0.476
42-81,0,0,0,1,0,0,0,0,0,0,0,0,0.667,0.333,0,0,3,1,2,0,3,453,2,1,1900,156,209,0.969,0.594,0.406
42-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,2,1,1971,6,295,0.76,0.059,0.941
42-83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,10,512,2,1,1918,125.5,230,0.949,0.5,0.5
42-84,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,12,0.5,0.5,0.5,1.5,258,2,1,1933,75,201,0.926,0.461,0.539
42-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2,2,1910,144,201,0.967,0.653,0.347
42-86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,2,338,2,1,1910,129.5,201,0.882,0.485,0.515
42-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1986,515439,7470,0,1,0
43-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2,1,1987,140,204,0.73,0.431,0.569
43-53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,316,2,1,1987,121,201,0.877,0.427,0.573
43-54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,37,2,3,1959,471,280,0.784,0.919,0.081
43-55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,54,1,1,1952,395,71,0.981,1,0
43-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,1,1953,404,81,0.936,0.992,0.008
43-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,1,1954,422,109,0.995,1,0
43-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,1,1963,367,201,0.761,1,0
43-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,2,2,1963,314,226,0.906,0.798,0.202
43-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2,1,1963.5,373,202.5,1,1,0
43-61,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1.5,0.5,1,785,2,1,2014,17,201,0.577,0.018,0.982
43-62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,86,2,2,1963,344.5,249,0.977,1,0
43-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,1,1991,38,283,0.66,0.346,0.654
43-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1980.5,4124.5,2729.5,0,1,0
