MAP_ID,IN_JAN,IN_FEB,IN_MAR,IN_APR,IN_MAY,IN_JUN,IN_JUL,IN_AUG,IN_SEP,IN_OCT,IN_NOV,IN_DEC,DESC_ALERT,DESC_FIRE,DESC_OTHER,DESC_NEW,NB_UNITS,Median_NrIncidentsLastWeek,Median_NrIncidentsLastMonth,Median_NrCrimesLastWeek,Median_NrCrimesLastMonth,Median_NrIncidentsLastWeekPast,Median_NrIncidentsLastMonthPast,Median_NrCrimesLastWeekPast,Median_NrCrimesLastMonthPast,NB_PROPERTIES,FLOORS,HOUSINGS,YEAR_CONSTRUCTION,LAND_AREA,BUILDING_AREA,USAGE_LOGEMENT,CATEGORY_REGULAR,CATEGORY_CONDOMINIUM,NB_INCIDENTS
69-81,0.042,0,0.25,0.083,0.083,0,0.125,0.083,0.083,0,0.208,0.042,0.833,0.083,0.083,0,4,0,0,0,0,0,0,0,0,11,1,1,1976,7371,2730,0,1,0,24
69-82,0,0.4,0,0,0.3,0.1,0,0.1,0,0,0.1,0,1,0,0,0,3,0,0,0.5,1,0,0,0,0,18,1,1,1972,5592,2920,0,1,0,10
69-83,0.16,0.08,0.16,0.16,0.16,0.08,0.04,0.04,0.04,0,0.04,0.04,0.76,0.08,0.16,0,3,0,0,0,0,0,0,0,0,20,1,1,1972,4711,1943,0.1,1,0,25
69-84,0,0.071,0,0.071,0.143,0.071,0.214,0,0,0.214,0.071,0.143,0.714,0.071,0.214,0,2,0,0,0,0,0,0,0,0.5,120,2,2,1965,251,216,0.983,0.992,0.008,14
69-85,0,0.217,0.087,0.043,0.13,0.087,0,0.043,0.087,0.043,0.13,0.13,0.435,0.217,0.348,0,2,0,0,0,1,0,0,0,1,463,2,2,1964,296,208,0.983,0.961,0.039,23
69-86,0.13,0.043,0.087,0.087,0.13,0.174,0.087,0.043,0,0.13,0,0.087,0.739,0.087,0.174,0,3,0,0,0,1,0,0,0,1,245,2,2,1969,290,201,0.976,0.922,0.078,23
69-87,0,0,0,0.091,0.364,0,0.182,0,0.182,0.091,0,0.091,0.727,0.182,0.091,0,3,0,0,0,0,0,0,0,0,340,2,1,1987,283,161,0.994,0.788,0.212,11
69-88,0.024,0.024,0.048,0.095,0.167,0.071,0.214,0.095,0.071,0.071,0.048,0.071,0.762,0.071,0.167,0,3,0,0,0,1,0,0,0,0,593,2,1,2010,114,201,0.983,0.27,0.73,42
69-89,0.107,0,0.107,0.107,0.071,0.107,0.143,0.071,0.143,0.071,0.036,0.036,0.893,0.036,0.071,0,3,0,0,0,0,0,0,0,0,224,2,1,2010,79.5,201,0.973,0.335,0.665,28
69-90,0.053,0,0,0,0,0.263,0.105,0.158,0.053,0.105,0.158,0.105,0.737,0,0.263,0,3,0,0,0,0,0,0,0,0,127,2,1,1964,268,197,0.961,0.89,0.11,19
69-91,0,0.143,0,0,0.143,0.286,0,0.143,0,0,0.143,0.143,0.714,0.143,0.143,0,3,0,0,0,0,0,0,0,0,194,2,1,1962,304,144,0.99,0.866,0.134,7
69-92,0,0.077,0.077,0.154,0.077,0.077,0.231,0.154,0.077,0.077,0,0,0.692,0,0.308,0,3,0,0,0,0,0,0,0,0,130,2,2,1957,236,195,0.946,0.931,0.069,13
69-93,0.167,0.056,0.056,0.056,0.056,0.111,0.167,0.111,0.056,0.111,0,0.056,0.167,0.111,0.722,0,1,0,0,0,0,0,0,0,0,101,2,1,1968,232,201,0.683,0.802,0.198,18
7-10,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1.5,1,1961,1019,148,0.5,1,0,2
7-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,43,2,1,1968,6709,201,0.163,0.977,0.023,1
7-12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,2,1,1950,1497,233,1,1,0,1
7-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,2007,1575,201,1,1,0,0
7-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2000,20769.5,2948.5,0,1,0,0
7-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1991,25503,201,0,1,0,0
7-17,0.333,0,0,0,0.167,0,0.167,0,0,0.167,0.167,0,0.333,0,0.667,0,2.5,0,0,0,0,0,0,0,0,15,1,1,1981,1495,157,0.867,1,0,6
7-18,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,65,2,1,1988,1413,255,0.938,1,0,2
7-19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,71,2,1,1958,1505,208,1,1,0,1
7-20,0,0.167,0.167,0,0.167,0,0.167,0,0,0.333,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,86,2,1,1957,1134,194,1,1,0,6
7-21,0.25,0,0.25,0.25,0,0,0,0,0,0,0.25,0,1,0,0,0,3,0,0,0,0,0,0,0,0,90,2,1,1959.5,940,171,1,1,0,4
7-22,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0.25,1,0,0,0,3,0,0,0,0,0,0,0,0,65,1,1,1954,899,115,0.985,1,0,4
7-23,0.063,0.063,0.125,0,0.188,0.063,0.188,0.125,0,0.125,0.063,0,0.938,0,0.063,0,3,0,0,0,0,0,0,0,0,50,1.5,1,1954.5,1486,201,0.66,1,0,16
7-24,0,0,0.6,0,0,0,0,0.2,0,0,0.2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,42,2,1,1961.5,999.5,202,0.976,1,0,5
7-25,0.5,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,2,0,0,0,0.5,0,0,0,0.5,9,2,1,1957,1274,174,0.889,1,0,2
7-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1970,1796,294,1,1,0,0
7-4,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7-6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7-66,0,0,0,0.222,0,0.111,0.222,0.111,0,0.111,0,0.222,0,0,1,0,1,0,0,0,0,0,0,0,0,41,2,1,1965,120,217,0.902,0.463,0.537,9
7-67,0.067,0,0.067,0.133,0.333,0.133,0,0.067,0.133,0.067,0,0,0.6,0.2,0.2,0,3,0,0,0,0,0,0,0,0,210,2,2,1962,300,220,0.995,0.886,0.114,15
7-68,0,0,0.111,0.222,0.222,0.222,0.111,0,0,0.111,0,0,0.444,0.333,0.222,0,3,0,0,0,1,0,0,0,0,218,2,2,1963,318,231,1,1,0,9
7-69,0.056,0.056,0.085,0.099,0.085,0.056,0.127,0.099,0.127,0.056,0.113,0.042,0.789,0.127,0.085,0,3,0,1,0,1,0,1,0,1,178,2,2,1967,316,226,0.938,0.809,0.191,71
7-7,0,0,0,0,0,0.333,0.333,0.333,0,0,0,0,0.667,0,0.333,0,3,0,0,0,0,0,0,0,0,19,1,1,1906,1034,114,0.947,1,0,3
7-70,0.118,0,0.176,0.118,0.118,0.118,0.059,0.176,0.059,0,0.059,0,0.588,0.059,0.353,0,3,0,0,0,0,0,0,0,0,205,2,2,1965,328,226,0.922,0.922,0.078,17
7-71,0.2,0,0,0,0.2,0.6,0,0,0,0,0,0,0.8,0,0.2,0,3,0,0,0,0,0,0,0,0,254,2,2,1965,305,201,0.776,0.976,0.024,5
7-72,0.129,0.161,0.032,0.065,0.097,0.129,0.129,0.065,0.032,0.097,0.065,0,0.968,0.032,0,0,4,0,0,0,1,0,0,0,1,299,2,1,1958,460,201,0.843,1,0,31
7-73,0.133,0,0.067,0,0,0.133,0.067,0.2,0.067,0.2,0,0.133,0.733,0,0.267,0,3,0,0,0,0,0,0,0,0,275,1,1,1956,431,106,0.993,1,0,15
7-74,0.111,0,0.056,0.111,0.056,0.056,0.111,0.056,0.222,0.056,0.111,0.056,0.778,0,0.222,0,3,0,0,0,0,0,0,0,0,133,2,1,1981,297,147,1,1,0,18
7-75,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0.2,0.6,0,0.4,0,3,0,0,0,0,0,0,0,0,147,2,1,1983,318,137,1,1,0,5
7-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1987.5,589,198,1,1,0,0
7-8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7-9,0,0,0,0,0.333,0,0,0,0.333,0.333,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
70-69,0,0,0,0,0,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0,2,0,0,0,0,0,0,0,0,52,2,1,1968,477,201,0.962,1,0,4
70-70,0,0.053,0,0.053,0.263,0.158,0,0.158,0.105,0,0.105,0.105,0.579,0,0.421,0,2,0,0,0,0,0,0,0,0,153,2,1,1964,502,148,0.856,1,0,19
70-71,0.105,0.053,0.053,0.053,0.158,0.158,0.053,0.053,0.211,0.105,0,0,0.526,0.211,0.263,0,3,0,0,0,2,0,0,0,1,270,2,1,1968,334,159,0.996,1,0,19
70-72,0.2,0.067,0.133,0.133,0,0.2,0.067,0.067,0,0.067,0.067,0,0.6,0.133,0.267,0,2,0,0,0,1,0,0,0,0,82,3,7,1970,361,480,0.976,1,0,15
70-73,0.043,0.021,0.064,0.106,0.064,0.085,0.085,0.191,0.085,0.021,0.106,0.128,0.553,0.213,0.234,0,3,0,1,0,2,0,1,0,2,244,2,3,1968,318,229,0.996,1,0,47
70-74,0.109,0.094,0.109,0.047,0.094,0.109,0.047,0.047,0.047,0.094,0.125,0.078,0.844,0.094,0.063,0,4,0,1,0,0,0,1,0,0.5,106,2,3,1973,346,235,0.943,1,0,64
70-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28.5,1975,15730,2181,0.5,1,0,0
70-76,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
70-77,0,0,0,0.2,0.2,0,0,0,0,0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1998,12080,5155,0,1,0,5
70-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1987.5,10141.5,6139.5,0,1,0,0
70-79,0,0,0.125,0.375,0,0.125,0,0.25,0,0,0.125,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,1.5,1,1986,10264,5863.5,0,1,0,8
70-80,0,0.167,0,0,0.167,0,0,0,0.167,0.167,0.167,0.167,1,0,0,0,3,0,0,0,0,0,0,0,0,19,2,1,1967,708,102,0,0.316,0.684,6
70-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,1,1974.5,7275.5,4032,0,1,0,0
70-82,0.091,0,0,0.045,0.273,0.091,0.091,0.136,0.091,0.045,0.091,0.045,1,0,0,0,3,0,0,0,0,0,0,0,0,16,2,1,1967,5491,2332.5,0,0.938,0.063,22
70-83,0.211,0.053,0.105,0.053,0.053,0.053,0.105,0.158,0.053,0.105,0.053,0,0.684,0.158,0.158,0,3,0,0,0,1,0,0,0,1,27,2,1,1968,8696,201,0,0.889,0.111,19
70-84,0.059,0.176,0.118,0,0.118,0,0.059,0.059,0,0.176,0.176,0.059,0.235,0.235,0.529,0,2,0,0,0,0,0,0,0,0,63,2,1,1982,255,139,0.857,0.921,0.079,17
70-85,0.154,0.051,0.103,0.051,0.103,0.128,0.103,0.077,0.077,0.103,0.051,0,0.641,0.128,0.231,0,2,0,0,0,1,0,0,0,1,213,2,2,1968,269,199,0.981,1,0,39
70-86,0.08,0.12,0.04,0.04,0,0.08,0.04,0.04,0.2,0.16,0.08,0.12,0.96,0,0.04,0,3,0,0,0,0,0,0,0,0,304,2,1,1985,233,126,0.98,0.78,0.22,25
70-87,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0.2,1,0,0,0,2,0,0,0,0,0,0,0,0,68,2,1,1994.5,248,115,0.912,1,0,5
70-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2,1,2018,40,201,0.956,0.037,0.963,0
70-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1984,175751,5271,0,1,0,0
70-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1977,58465,201,0,1,0,0
70-93,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1976,14182,201,0,1,0,2
71-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1973,317,103,1,1,0,0
71-70,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0.2,0,1,0,0,0,3,0,0,0,1,0,0,0,1,148,1,1,1969,518,109.5,0.98,1,0,5
71-71,0.064,0.085,0.191,0.064,0.043,0.064,0.128,0.106,0.021,0.128,0.085,0.021,0.681,0.085,0.234,0,3,0,0,0,1,0,0,0,1,220,2,1,1971,296,189.5,0.955,0.977,0.023,47
71-72,0.083,0.06,0.107,0.101,0.065,0.042,0.048,0.089,0.113,0.119,0.077,0.095,0.738,0.119,0.143,0,3,0,3,1,5,1,3,1,5,188,3,8,1972,435,487,0.995,1,0,168
71-73,0.102,0.139,0.102,0.046,0.083,0.13,0.074,0.046,0.111,0.102,0.056,0.009,0.722,0.102,0.176,0,3,0,2,0,2,0,1,0,2,268,2,1,2012,54,201,0.966,0.425,0.575,108
71-74,0.091,0.136,0.045,0.091,0.045,0.136,0,0,0.091,0.227,0.136,0,0.773,0,0.227,0,4,0,0,0,1,0,0,0,0,13,2,1,2003,3718,1425,0,0.615,0.385,22
71-75,0.022,0.043,0.076,0.109,0.098,0.054,0.109,0.141,0.13,0.098,0.098,0.022,0.967,0,0.033,0,4,0,2,0,0,0,2,0,0,4,3,1,1988.5,8422,201,0,1,0,92
71-76,0,0.333,0,0,0,0.167,0.083,0,0.083,0,0.167,0.167,0.5,0.333,0.167,0,3,0,0,0,0,0,0,0,0,38,1,1,1976,596,372,0,0.947,0.053,12
71-77,0,0,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0.5,0.5,0,0,4.5,0,0,0,0.5,0,0,0,0.5,28,2,1,1975,556,217.5,0,0.929,0.071,4
71-78,0.154,0.154,0.077,0,0.231,0,0,0.077,0.077,0.231,0,0,0.769,0,0.231,0,3,0,0,0,0,0,0,0,0,23,2,1,1986,2971,201,0,0.913,0.087,13
71-79,0.152,0.091,0,0.091,0.091,0.061,0.212,0,0.152,0,0.121,0.03,0.788,0.03,0.182,0,3,0,0,0,0,0,0,0,0,14,1,1,1986.5,8753.5,1556.5,0,1,0,33
71-80,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0.2,0,0.6,0.4,0,0,3,0,0,0,0,0,0,0,0,11,1,1,1967,5188,1068,0,1,0,5
71-81,0.154,0.077,0,0.077,0,0,0.154,0.077,0.154,0.077,0.077,0.154,0.692,0.077,0.231,0,3,0,0,0,0,0,0,0,0,20,1.5,1,1967.5,5834,1474.5,0,1,0,13
71-82,0.083,0.042,0.083,0.083,0.042,0.083,0.125,0.042,0.125,0.125,0.083,0.083,0.833,0.167,0,0,3,0,0,0,0,0,0,0,0,11,2,1,1964,12472,2090,0,1,0,24
71-83,0.143,0.143,0.143,0.143,0,0,0,0,0,0.286,0,0.143,1,0,0,0,3,0,0,0,0,0,0,0,0,4,1.5,1,1969.5,14198,5402.5,0,1,0,7
71-84,0,0,0.222,0.111,0.222,0.111,0,0,0.111,0.111,0.111,0,0.889,0,0.111,0,2,0,0,0,0,0,0,0,0,10,1,1,1989.5,8840,432,0.2,1,0,9
71-85,0.1,0.1,0,0,0.2,0,0,0.3,0,0.1,0.2,0,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,129,2,1,1986,330,124,0.977,0.946,0.054,10
71-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,1993,228,297,0.957,0.13,0.87,0
71-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2014,198847,201,0,1,0,0
72-70,0.167,0,0,0.167,0.167,0.167,0,0.167,0,0,0.167,0,0.667,0.167,0.167,0,2.5,0,0,0,0,0,0,0,0,67,2,1,1964,556,146,0.985,1,0,6
72-71,0.071,0.107,0.036,0.054,0.161,0.107,0.107,0.054,0.089,0.125,0.036,0.054,0.75,0.071,0.179,0,3,0,1,0,2,0,1,0,2,211,1,1,1969,359,111,0.976,1,0,56
72-72,0.091,0.104,0.143,0.078,0.091,0.117,0.052,0.039,0.078,0.078,0.065,0.065,0.649,0.169,0.182,0,3,0,1,0,1,0,1,0,1,176,3,8,1973,460,515,0.994,1,0,77
72-73,0.1,0,0.3,0.1,0.1,0,0.2,0,0,0.1,0.1,0,0.6,0.2,0.2,0,4,0,0,0,0,0,0,0,0,62,2,3,1975,317,223,0.903,1,0,10
72-75,0,0,0,0,0,0.167,0.333,0.167,0.333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,75,2,1,1968,1641,201,0.2,0.867,0.133,6
72-76,0,0,0.077,0,0,0.154,0.077,0.308,0.077,0.077,0.077,0.154,0.308,0.231,0.462,0,3,0,0,0,0,0,0,0,0,84,2,1,1976.5,660,327,0.012,0.94,0.06,13
72-77,0,0.286,0.143,0,0,0.143,0,0.143,0.143,0,0.143,0,0.714,0,0.286,0,3,0,0,0,0,0,0,0,0,62,2,1,2012,397.5,201,0.823,0.984,0.016,7
72-78,0.125,0.125,0.083,0.042,0.083,0.25,0.042,0.083,0.042,0.042,0,0.083,0.667,0.125,0.208,0,3,0,0,0,0,0,0,0,0,12,2,1,1983,1169.5,201,0,0.583,0.417,24
72-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1968,5797,2260,0,1,0,0
72-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1964.5,8027,2603.5,0,1,0,0
72-81,0.071,0,0.143,0.071,0.071,0.143,0.071,0.286,0,0,0,0.143,0.786,0.071,0.143,0,3,0,0,0,0,0,0,0,0,15,2,1,1968,8567,3260,0,1,0,14
72-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1968,4591,2321,0,1,0,0
72-83,0.188,0,0.063,0,0.188,0.125,0.125,0.063,0.063,0.063,0.063,0.063,0.875,0,0.125,0,4,0,0,0,0,0,0,0,0,22,2,1,1997.5,7394,201,0,0.909,0.091,16
72-84,0.05,0,0,0.1,0.05,0.3,0.15,0.1,0,0.1,0.1,0.05,0.65,0,0.35,0,2.5,0,0,0,1,0,0,0,1.5,3,1,1,2002,14587,201,0,1,0,20
72-85,0,0.167,0,0.167,0.167,0,0,0.167,0.167,0,0,0.167,0.833,0,0.167,0,2.5,0,0,0,0,0,0,0,0,4,1,1,2003,16249.5,569,0,1,0,6
72-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2008,61947,201,0,1,0,0
72-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,1957,4329,2657.5,0,1,0,0
73-71,0.083,0.067,0.067,0.05,0.083,0.067,0.133,0.1,0.167,0.067,0.083,0.033,0.783,0.083,0.133,0,4,0,1,0,0,0,1,0,0,100,2,1,1973,414,134,0.97,1,0,60
73-72,0.089,0.067,0.089,0.156,0.111,0.111,0.133,0.022,0.022,0.022,0.089,0.089,0.711,0.067,0.222,0,3,0,1,0,1,0,1,0,1,54,3,4,1976,455.5,499.5,0.87,0.667,0.333,45
73-73,0.182,0.091,0,0.091,0,0.182,0.091,0.091,0.091,0,0.182,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,1,1,1974,5223,1072.5,0.25,1,0,11
73-75,0,0.182,0.091,0.091,0.182,0.273,0.091,0,0,0.091,0,0,0.727,0.182,0.091,0,3,0,0,0,0,0,0,0,0,62,2,1,1981,464,132,0.984,1,0,11
73-76,0.118,0.029,0.029,0.147,0.088,0.147,0.088,0.088,0.059,0.088,0.088,0.029,0.471,0.147,0.382,0,3,0,0,0,1,0,0,0,1,105,2,1,1988,448,256,0.762,0.61,0.39,34
73-77,0,0.167,0,0,0.333,0,0.167,0.167,0,0.167,0,0,0.333,0.167,0.5,0,3,0,0,0,0,0,0,0,0,202,2,1,2009,321,201,0.98,0.931,0.069,6
73-78,0,0,0,0,0.2,0,0.2,0,0,0.4,0.2,0,0.4,0.2,0.4,0,3,0,0,0,0,0,0,0,0,137,2,1,1985,356,142,0.839,1,0,5
73-79,0,0,0.091,0.091,0.182,0.091,0,0.364,0.091,0,0.091,0,0.364,0,0.636,0,3,0,0,0,0,0,0,0,0,14,1,1,1981,3782,878,0,1,0,11
73-80,0,0,0.125,0,0.25,0.25,0.375,0,0,0,0,0,0.875,0,0.125,0,4,0,0,0,0,0,0,0,0,8,2,1,1965.5,8962,1402.5,0,1,0,8
73-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1966,7966,1939,0,1,0,0
73-82,0.207,0,0.103,0.034,0.034,0.103,0.069,0.172,0,0.172,0.034,0.069,0.931,0.034,0.034,0,3,0,0,0,0,0,0,0,0,5,1,1,2000,9345,201,0,1,0,29
73-83,0,0,0,0.2,0,0,0,0.2,0.4,0.2,0,0,0.8,0,0.2,0,3,0,0,0,0,0,0,0,0,5,1,1,2000,23690,201,0,1,0,5
73-85,0.054,0.135,0.054,0.027,0.054,0.081,0.189,0.108,0.027,0.135,0.108,0.027,0.757,0.054,0.189,0,3,0,0,0,0,0,0,0,0,3,1,1,2005,7587,201,0,1,0,37
73-86,0,0,0,0,0,0.375,0.125,0.125,0.25,0.125,0,0,0,0.125,0.875,0,2,0,0,0,0,0,0,0,0,1,1,1,2008,16152,201,0,1,0,8
73-91,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0.5,0,0,0,0.5,0,0,3,2,1,1968,284776,201,0,1,0,2
73-94,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,7,2,1,1975,1219,201,0,1,0,1
73-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.5,1955.5,884,130.5,1,1,0,0
74-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,2,1,1981,68,244,0.965,0.022,0.978,0
74-73,0.081,0.108,0.054,0,0.054,0.081,0.041,0.23,0.122,0.108,0.068,0.054,0.757,0.081,0.162,0,4,0,1,0,0,0,1,0,0,329,2,1,1987,151,156,0.991,0.267,0.733,74
74-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,1,1979,375,145,0.973,1,0,0
74-75,0.333,0,0,0,0,0.111,0.111,0.111,0.111,0.111,0,0.111,0.556,0,0.444,0,4,0,0,0,0,0,0,0,0,254,2,1,1976,433.5,201,0.673,0.996,0.004,9
74-76,0,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0.25,0,0.75,0,1,0,0,0,0.5,0,0,0,1,256,2,1,1993,172,186,0.875,0.426,0.574,4
74-77,0,0.087,0.043,0.13,0.087,0.174,0.043,0.217,0.087,0,0.043,0.087,0.391,0.13,0.478,0,2,0,0,0,0,0,0,0,1,201,2,1,1987,267,176,0.781,0.602,0.398,23
74-78,0.065,0.065,0.043,0.043,0.022,0.022,0.13,0.152,0.087,0.174,0.13,0.065,0.913,0,0.087,0,3,0,1,0,0,0,0,0,0,216,1,1,1985,348,138.5,0.977,0.884,0.116,46
74-79,0,0.143,0.429,0,0.143,0,0,0.286,0,0,0,0,0.714,0,0.286,0,2,0,0,0,0,0,0,0,0,10,1,1,1989,7058,2063,0,0.9,0.1,7
74-80,0.167,0.167,0,0,0,0,0,0,0.167,0.333,0.167,0,0.333,0.167,0.5,0,1,0,0,0,0,0,0,0,0,20,1,1,1985,3076.5,201,0,1,0,6
74-81,0.222,0.222,0.111,0,0,0.111,0,0,0,0,0.222,0.111,0.889,0,0.111,0,3,0,0,0,0,0,0,0,0,2,1,1,2007,15831.5,201,0,1,0,9
74-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1,2005,65406.5,201,0,1,0,0
74-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1981,11106,201,0,1,0,0
74-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1942,38752,143,0,1,0,0
74-93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,1,1,1,1930,35603,11774,0,1,0,1
74-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,1,1,1960,415,193,0.471,1,0,1
74-95,0,0,0.1,0.133,0.033,0.2,0.133,0.033,0.167,0.1,0.033,0.067,0.6,0.2,0.2,0,4,0,0,0,0.5,0,0,0,1,56,2,1,1955,499,201,0.804,0.893,0.107,30
75-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,1987,115,190,1,0,1,0
75-73,0.122,0.02,0,0.041,0.102,0.082,0.163,0.082,0.082,0.143,0.082,0.082,0.694,0,0.306,0,4,0,1,0,0,0,1,0,0,202,2,1,1987,102.5,201,0.941,0.04,0.96,49
75-74,0.278,0.056,0.056,0.056,0.111,0.056,0.111,0.167,0.111,0,0,0,0.389,0.056,0.556,0,1,0,0,0,0,0,0,0,0,120,1,1,1981,421.5,127.5,1,1,0,18
75-75,0.2,0.067,0.133,0.133,0.067,0,0,0.067,0.067,0.133,0.067,0.067,0.867,0,0.133,0,3,0,0,0,1,0,0,0,1,199,1,1,1988,417,194,0.95,0.683,0.317,15
75-76,0.143,0.071,0.357,0,0.143,0,0.071,0.071,0.071,0,0,0.071,0.5,0.214,0.286,0,3,0,0,0,1,0,0,0,1,265,2,1,1992,169,157,0.789,0.43,0.57,14
75-77,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0,231,2,1,1983,333,128,1,1,0,4
75-78,0.1,0.15,0.25,0.05,0,0.05,0.2,0,0,0.15,0.05,0,0.45,0.25,0.3,0,2,0,0,0,0,0,0,0,0,260,2,1,1980.5,269,201,0.985,0.723,0.277,20
