ID,LAT_MIN,LNG_MIN,LAT_MAX,LNG_MAX,LAT_ID,LNG_ID
37-27,45.5116,-73.8622,45.5147,-73.8569,37,27
38-27,45.5147,-73.8622,45.5178,-73.8569,38,27
39-27,45.5178,-73.8622,45.5209,-73.8569,39,27
40-27,45.5209,-73.8622,45.524,-73.8569,40,27
41-27,45.524,-73.8622,45.5271,-73.8569,41,27
42-27,45.5271,-73.8622,45.5302,-73.8569,42,27
43-27,45.5302,-73.8622,45.5333,-73.8569,43,27
44-27,45.5333,-73.8622,45.5364,-73.8569,44,27
45-27,45.5364,-73.8622,45.5395,-73.8569,45,27
46-27,45.5395,-73.8622,45.5426,-73.8569,46,27
47-27,45.5426,-73.8622,45.5457,-73.8569,47,27
48-27,45.5457,-73.8622,45.5488,-73.8569,48,27
49-27,45.5488,-73.8622,45.551899999999996,-73.8569,49,27
50-27,45.551899999999996,-73.8622,45.555,-73.8569,50,27
51-27,45.555,-73.8622,45.5581,-73.8569,51,27
52-27,45.5581,-73.8622,45.5612,-73.8569,52,27
53-27,45.5612,-73.8622,45.5643,-73.8569,53,27
54-27,45.5643,-73.8622,45.5674,-73.8569,54,27
55-27,45.5674,-73.8622,45.5705,-73.8569,55,27
56-27,45.5705,-73.8622,45.5736,-73.8569,56,27
57-27,45.5736,-73.8622,45.5767,-73.8569,57,27
58-27,45.5767,-73.8622,45.5798,-73.8569,58,27
59-27,45.5798,-73.8622,45.5829,-73.8569,59,27
60-27,45.5829,-73.8622,45.586,-73.8569,60,27
61-27,45.586,-73.8622,45.5891,-73.8569,61,27
62-27,45.5891,-73.8622,45.5922,-73.8569,62,27
63-27,45.5922,-73.8622,45.5953,-73.8569,63,27
64-27,45.5953,-73.8622,45.5984,-73.8569,64,27
65-27,45.5984,-73.8622,45.6015,-73.8569,65,27
66-27,45.6015,-73.8622,45.6046,-73.8569,66,27
67-27,45.6046,-73.8622,45.6077,-73.8569,67,27
68-27,45.6077,-73.8622,45.6108,-73.8569,68,27
69-27,45.6108,-73.8622,45.6139,-73.8569,69,27
70-27,45.6139,-73.8622,45.617,-73.8569,70,27
71-27,45.617,-73.8622,45.6201,-73.8569,71,27
72-27,45.6201,-73.8622,45.6232,-73.8569,72,27
73-27,45.6232,-73.8622,45.6263,-73.8569,73,27
74-27,45.6263,-73.8622,45.6294,-73.8569,74,27
75-27,45.6294,-73.8622,45.6325,-73.8569,75,27
76-27,45.6325,-73.8622,45.635600000000004,-73.8569,76,27
77-27,45.635600000000004,-73.8622,45.6387,-73.8569,77,27
78-27,45.6387,-73.8622,45.6418,-73.8569,78,27
79-27,45.6418,-73.8622,45.6449,-73.8569,79,27
80-27,45.6449,-73.8622,45.648,-73.8569,80,27
81-27,45.648,-73.8622,45.6511,-73.8569,81,27
82-27,45.6511,-73.8622,45.6542,-73.8569,82,27
83-27,45.6542,-73.8622,45.6573,-73.8569,83,27
84-27,45.6573,-73.8622,45.6604,-73.8569,84,27
85-27,45.6604,-73.8622,45.6635,-73.8569,85,27
86-27,45.6635,-73.8622,45.6666,-73.8569,86,27
87-27,45.6666,-73.8622,45.6697,-73.8569,87,27
88-27,45.6697,-73.8622,45.6728,-73.8569,88,27
89-27,45.6728,-73.8622,45.6759,-73.8569,89,27
90-27,45.6759,-73.8622,45.679,-73.8569,90,27
91-27,45.679,-73.8622,45.6821,-73.8569,91,27
92-27,45.6821,-73.8622,45.6852,-73.8569,92,27
93-27,45.6852,-73.8622,45.6883,-73.8569,93,27
94-27,45.6883,-73.8622,45.6914,-73.8569,94,27
95-27,45.6914,-73.8622,45.6945,-73.8569,95,27
96-27,45.6945,-73.8622,45.6976,-73.8569,96,27
97-27,45.6976,-73.8622,45.7007,-73.8569,97,27
98-27,45.7007,-73.8622,45.7038,-73.8569,98,27
99-27,45.7038,-73.8622,45.7069,-73.8569,99,27
100-27,45.7069,-73.8622,45.71,-73.8569,100,27
1-28,45.4,-73.8569,45.4031,-73.8516,1,28
2-28,45.4031,-73.8569,45.4062,-73.8516,2,28
3-28,45.4062,-73.8569,45.4093,-73.8516,3,28
4-28,45.4093,-73.8569,45.4124,-73.8516,4,28
5-28,45.4124,-73.8569,45.4155,-73.8516,5,28
6-28,45.4155,-73.8569,45.4186,-73.8516,6,28
7-28,45.4186,-73.8569,45.4217,-73.8516,7,28
8-28,45.4217,-73.8569,45.4248,-73.8516,8,28
9-28,45.4248,-73.8569,45.4279,-73.8516,9,28
10-28,45.4279,-73.8569,45.431,-73.8516,10,28
11-28,45.431,-73.8569,45.4341,-73.8516,11,28
12-28,45.4341,-73.8569,45.4372,-73.8516,12,28
13-28,45.4372,-73.8569,45.4403,-73.8516,13,28
14-28,45.4403,-73.8569,45.4434,-73.8516,14,28
15-28,45.4434,-73.8569,45.4465,-73.8516,15,28
16-28,45.4465,-73.8569,45.4496,-73.8516,16,28
17-28,45.4496,-73.8569,45.4527,-73.8516,17,28
18-28,45.4527,-73.8569,45.455799999999996,-73.8516,18,28
19-28,45.455799999999996,-73.8569,45.4589,-73.8516,19,28
20-28,45.4589,-73.8569,45.461999999999996,-73.8516,20,28
21-28,45.461999999999996,-73.8569,45.4651,-73.8516,21,28
22-28,45.4651,-73.8569,45.468199999999996,-73.8516,22,28
23-28,45.468199999999996,-73.8569,45.4713,-73.8516,23,28
24-28,45.4713,-73.8569,45.474399999999996,-73.8516,24,28
25-28,45.474399999999996,-73.8569,45.4775,-73.8516,25,28
26-28,45.4775,-73.8569,45.4806,-73.8516,26,28
27-28,45.4806,-73.8569,45.4837,-73.8516,27,28
28-28,45.4837,-73.8569,45.4868,-73.8516,28,28
29-28,45.4868,-73.8569,45.4899,-73.8516,29,28
30-28,45.4899,-73.8569,45.493,-73.8516,30,28
31-28,45.493,-73.8569,45.4961,-73.8516,31,28
32-28,45.4961,-73.8569,45.4992,-73.8516,32,28
33-28,45.4992,-73.8569,45.5023,-73.8516,33,28
34-28,45.5023,-73.8569,45.5054,-73.8516,34,28
35-28,45.5054,-73.8569,45.5085,-73.8516,35,28
36-28,45.5085,-73.8569,45.5116,-73.8516,36,28
37-28,45.5116,-73.8569,45.5147,-73.8516,37,28
38-28,45.5147,-73.8569,45.5178,-73.8516,38,28
39-28,45.5178,-73.8569,45.5209,-73.8516,39,28
40-28,45.5209,-73.8569,45.524,-73.8516,40,28
41-28,45.524,-73.8569,45.5271,-73.8516,41,28
42-28,45.5271,-73.8569,45.5302,-73.8516,42,28
43-28,45.5302,-73.8569,45.5333,-73.8516,43,28
44-28,45.5333,-73.8569,45.5364,-73.8516,44,28
45-28,45.5364,-73.8569,45.5395,-73.8516,45,28
46-28,45.5395,-73.8569,45.5426,-73.8516,46,28
47-28,45.5426,-73.8569,45.5457,-73.8516,47,28
48-28,45.5457,-73.8569,45.5488,-73.8516,48,28
49-28,45.5488,-73.8569,45.551899999999996,-73.8516,49,28
50-28,45.551899999999996,-73.8569,45.555,-73.8516,50,28
51-28,45.555,-73.8569,45.5581,-73.8516,51,28
52-28,45.5581,-73.8569,45.5612,-73.8516,52,28
53-28,45.5612,-73.8569,45.5643,-73.8516,53,28
54-28,45.5643,-73.8569,45.5674,-73.8516,54,28
55-28,45.5674,-73.8569,45.5705,-73.8516,55,28
56-28,45.5705,-73.8569,45.5736,-73.8516,56,28
57-28,45.5736,-73.8569,45.5767,-73.8516,57,28
58-28,45.5767,-73.8569,45.5798,-73.8516,58,28
59-28,45.5798,-73.8569,45.5829,-73.8516,59,28
60-28,45.5829,-73.8569,45.586,-73.8516,60,28
61-28,45.586,-73.8569,45.5891,-73.8516,61,28
62-28,45.5891,-73.8569,45.5922,-73.8516,62,28
63-28,45.5922,-73.8569,45.5953,-73.8516,63,28
64-28,45.5953,-73.8569,45.5984,-73.8516,64,28
65-28,45.5984,-73.8569,45.6015,-73.8516,65,28
66-28,45.6015,-73.8569,45.6046,-73.8516,66,28
67-28,45.6046,-73.8569,45.6077,-73.8516,67,28
68-28,45.6077,-73.8569,45.6108,-73.8516,68,28
69-28,45.6108,-73.8569,45.6139,-73.8516,69,28
70-28,45.6139,-73.8569,45.617,-73.8516,70,28
71-28,45.617,-73.8569,45.6201,-73.8516,71,28
72-28,45.6201,-73.8569,45.6232,-73.8516,72,28
73-28,45.6232,-73.8569,45.6263,-73.8516,73,28
74-28,45.6263,-73.8569,45.6294,-73.8516,74,28
75-28,45.6294,-73.8569,45.6325,-73.8516,75,28
76-28,45.6325,-73.8569,45.635600000000004,-73.8516,76,28
77-28,45.635600000000004,-73.8569,45.6387,-73.8516,77,28
78-28,45.6387,-73.8569,45.6418,-73.8516,78,28
79-28,45.6418,-73.8569,45.6449,-73.8516,79,28
80-28,45.6449,-73.8569,45.648,-73.8516,80,28
81-28,45.648,-73.8569,45.6511,-73.8516,81,28
82-28,45.6511,-73.8569,45.6542,-73.8516,82,28
83-28,45.6542,-73.8569,45.6573,-73.8516,83,28
84-28,45.6573,-73.8569,45.6604,-73.8516,84,28
85-28,45.6604,-73.8569,45.6635,-73.8516,85,28
86-28,45.6635,-73.8569,45.6666,-73.8516,86,28
87-28,45.6666,-73.8569,45.6697,-73.8516,87,28
88-28,45.6697,-73.8569,45.6728,-73.8516,88,28
89-28,45.6728,-73.8569,45.6759,-73.8516,89,28
90-28,45.6759,-73.8569,45.679,-73.8516,90,28
91-28,45.679,-73.8569,45.6821,-73.8516,91,28
92-28,45.6821,-73.8569,45.6852,-73.8516,92,28
93-28,45.6852,-73.8569,45.6883,-73.8516,93,28
94-28,45.6883,-73.8569,45.6914,-73.8516,94,28
95-28,45.6914,-73.8569,45.6945,-73.8516,95,28
96-28,45.6945,-73.8569,45.6976,-73.8516,96,28
97-28,45.6976,-73.8569,45.7007,-73.8516,97,28
98-28,45.7007,-73.8569,45.7038,-73.8516,98,28
99-28,45.7038,-73.8569,45.7069,-73.8516,99,28
100-28,45.7069,-73.8569,45.71,-73.8516,100,28
1-29,45.4,-73.8516,45.4031,-73.8463,1,29
2-29,45.4031,-73.8516,45.4062,-73.8463,2,29
3-29,45.4062,-73.8516,45.4093,-73.8463,3,29
4-29,45.4093,-73.8516,45.4124,-73.8463,4,29
5-29,45.4124,-73.8516,45.4155,-73.8463,5,29
6-29,45.4155,-73.8516,45.4186,-73.8463,6,29
7-29,45.4186,-73.8516,45.4217,-73.8463,7,29
8-29,45.4217,-73.8516,45.4248,-73.8463,8,29
9-29,45.4248,-73.8516,45.4279,-73.8463,9,29
10-29,45.4279,-73.8516,45.431,-73.8463,10,29
11-29,45.431,-73.8516,45.4341,-73.8463,11,29
12-29,45.4341,-73.8516,45.4372,-73.8463,12,29
13-29,45.4372,-73.8516,45.4403,-73.8463,13,29
14-29,45.4403,-73.8516,45.4434,-73.8463,14,29
15-29,45.4434,-73.8516,45.4465,-73.8463,15,29
16-29,45.4465,-73.8516,45.4496,-73.8463,16,29
17-29,45.4496,-73.8516,45.4527,-73.8463,17,29
18-29,45.4527,-73.8516,45.455799999999996,-73.8463,18,29
19-29,45.455799999999996,-73.8516,45.4589,-73.8463,19,29
20-29,45.4589,-73.8516,45.461999999999996,-73.8463,20,29
21-29,45.461999999999996,-73.8516,45.4651,-73.8463,21,29
22-29,45.4651,-73.8516,45.468199999999996,-73.8463,22,29
23-29,45.468199999999996,-73.8516,45.4713,-73.8463,23,29
24-29,45.4713,-73.8516,45.474399999999996,-73.8463,24,29
25-29,45.474399999999996,-73.8516,45.4775,-73.8463,25,29
26-29,45.4775,-73.8516,45.4806,-73.8463,26,29
27-29,45.4806,-73.8516,45.4837,-73.8463,27,29
28-29,45.4837,-73.8516,45.4868,-73.8463,28,29
29-29,45.4868,-73.8516,45.4899,-73.8463,29,29
30-29,45.4899,-73.8516,45.493,-73.8463,30,29
31-29,45.493,-73.8516,45.4961,-73.8463,31,29
32-29,45.4961,-73.8516,45.4992,-73.8463,32,29
33-29,45.4992,-73.8516,45.5023,-73.8463,33,29
34-29,45.5023,-73.8516,45.5054,-73.8463,34,29
35-29,45.5054,-73.8516,45.5085,-73.8463,35,29
36-29,45.5085,-73.8516,45.5116,-73.8463,36,29
37-29,45.5116,-73.8516,45.5147,-73.8463,37,29
38-29,45.5147,-73.8516,45.5178,-73.8463,38,29
39-29,45.5178,-73.8516,45.5209,-73.8463,39,29
40-29,45.5209,-73.8516,45.524,-73.8463,40,29
41-29,45.524,-73.8516,45.5271,-73.8463,41,29
42-29,45.5271,-73.8516,45.5302,-73.8463,42,29
43-29,45.5302,-73.8516,45.5333,-73.8463,43,29
44-29,45.5333,-73.8516,45.5364,-73.8463,44,29
45-29,45.5364,-73.8516,45.5395,-73.8463,45,29
46-29,45.5395,-73.8516,45.5426,-73.8463,46,29
47-29,45.5426,-73.8516,45.5457,-73.8463,47,29
48-29,45.5457,-73.8516,45.5488,-73.8463,48,29
49-29,45.5488,-73.8516,45.551899999999996,-73.8463,49,29
50-29,45.551899999999996,-73.8516,45.555,-73.8463,50,29
51-29,45.555,-73.8516,45.5581,-73.8463,51,29
52-29,45.5581,-73.8516,45.5612,-73.8463,52,29
53-29,45.5612,-73.8516,45.5643,-73.8463,53,29
54-29,45.5643,-73.8516,45.5674,-73.8463,54,29
55-29,45.5674,-73.8516,45.5705,-73.8463,55,29
56-29,45.5705,-73.8516,45.5736,-73.8463,56,29
57-29,45.5736,-73.8516,45.5767,-73.8463,57,29
58-29,45.5767,-73.8516,45.5798,-73.8463,58,29
59-29,45.5798,-73.8516,45.5829,-73.8463,59,29
60-29,45.5829,-73.8516,45.586,-73.8463,60,29
61-29,45.586,-73.8516,45.5891,-73.8463,61,29
62-29,45.5891,-73.8516,45.5922,-73.8463,62,29
63-29,45.5922,-73.8516,45.5953,-73.8463,63,29
64-29,45.5953,-73.8516,45.5984,-73.8463,64,29
65-29,45.5984,-73.8516,45.6015,-73.8463,65,29
66-29,45.6015,-73.8516,45.6046,-73.8463,66,29
67-29,45.6046,-73.8516,45.6077,-73.8463,67,29
68-29,45.6077,-73.8516,45.6108,-73.8463,68,29
69-29,45.6108,-73.8516,45.6139,-73.8463,69,29
70-29,45.6139,-73.8516,45.617,-73.8463,70,29
71-29,45.617,-73.8516,45.6201,-73.8463,71,29
72-29,45.6201,-73.8516,45.6232,-73.8463,72,29
73-29,45.6232,-73.8516,45.6263,-73.8463,73,29
74-29,45.6263,-73.8516,45.6294,-73.8463,74,29
75-29,45.6294,-73.8516,45.6325,-73.8463,75,29
76-29,45.6325,-73.8516,45.635600000000004,-73.8463,76,29
77-29,45.635600000000004,-73.8516,45.6387,-73.8463,77,29
78-29,45.6387,-73.8516,45.6418,-73.8463,78,29
79-29,45.6418,-73.8516,45.6449,-73.8463,79,29
80-29,45.6449,-73.8516,45.648,-73.8463,80,29
81-29,45.648,-73.8516,45.6511,-73.8463,81,29
82-29,45.6511,-73.8516,45.6542,-73.8463,82,29
83-29,45.6542,-73.8516,45.6573,-73.8463,83,29
84-29,45.6573,-73.8516,45.6604,-73.8463,84,29
85-29,45.6604,-73.8516,45.6635,-73.8463,85,29
86-29,45.6635,-73.8516,45.6666,-73.8463,86,29
87-29,45.6666,-73.8516,45.6697,-73.8463,87,29
88-29,45.6697,-73.8516,45.6728,-73.8463,88,29
89-29,45.6728,-73.8516,45.6759,-73.8463,89,29
90-29,45.6759,-73.8516,45.679,-73.8463,90,29
91-29,45.679,-73.8516,45.6821,-73.8463,91,29
92-29,45.6821,-73.8516,45.6852,-73.8463,92,29
93-29,45.6852,-73.8516,45.6883,-73.8463,93,29
94-29,45.6883,-73.8516,45.6914,-73.8463,94,29
95-29,45.6914,-73.8516,45.6945,-73.8463,95,29
96-29,45.6945,-73.8516,45.6976,-73.8463,96,29
97-29,45.6976,-73.8516,45.7007,-73.8463,97,29
98-29,45.7007,-73.8516,45.7038,-73.8463,98,29
99-29,45.7038,-73.8516,45.7069,-73.8463,99,29
100-29,45.7069,-73.8516,45.71,-73.8463,100,29
1-30,45.4,-73.8463,45.4031,-73.841,1,30
2-30,45.4031,-73.8463,45.4062,-73.841,2,30
3-30,45.4062,-73.8463,45.4093,-73.841,3,30
4-30,45.4093,-73.8463,45.4124,-73.841,4,30
5-30,45.4124,-73.8463,45.4155,-73.841,5,30
6-30,45.4155,-73.8463,45.4186,-73.841,6,30
7-30,45.4186,-73.8463,45.4217,-73.841,7,30
8-30,45.4217,-73.8463,45.4248,-73.841,8,30
9-30,45.4248,-73.8463,45.4279,-73.841,9,30
10-30,45.4279,-73.8463,45.431,-73.841,10,30
11-30,45.431,-73.8463,45.4341,-73.841,11,30
12-30,45.4341,-73.8463,45.4372,-73.841,12,30
13-30,45.4372,-73.8463,45.4403,-73.841,13,30
14-30,45.4403,-73.8463,45.4434,-73.841,14,30
15-30,45.4434,-73.8463,45.4465,-73.841,15,30
16-30,45.4465,-73.8463,45.4496,-73.841,16,30
17-30,45.4496,-73.8463,45.4527,-73.841,17,30
18-30,45.4527,-73.8463,45.455799999999996,-73.841,18,30
19-30,45.455799999999996,-73.8463,45.4589,-73.841,19,30
20-30,45.4589,-73.8463,45.461999999999996,-73.841,20,30
21-30,45.461999999999996,-73.8463,45.4651,-73.841,21,30
22-30,45.4651,-73.8463,45.468199999999996,-73.841,22,30
23-30,45.468199999999996,-73.8463,45.4713,-73.841,23,30
24-30,45.4713,-73.8463,45.474399999999996,-73.841,24,30
25-30,45.474399999999996,-73.8463,45.4775,-73.841,25,30
26-30,45.4775,-73.8463,45.4806,-73.841,26,30
27-30,45.4806,-73.8463,45.4837,-73.841,27,30
28-30,45.4837,-73.8463,45.4868,-73.841,28,30
29-30,45.4868,-73.8463,45.4899,-73.841,29,30
30-30,45.4899,-73.8463,45.493,-73.841,30,30
31-30,45.493,-73.8463,45.4961,-73.841,31,30
32-30,45.4961,-73.8463,45.4992,-73.841,32,30
33-30,45.4992,-73.8463,45.5023,-73.841,33,30
34-30,45.5023,-73.8463,45.5054,-73.841,34,30
35-30,45.5054,-73.8463,45.5085,-73.841,35,30
36-30,45.5085,-73.8463,45.5116,-73.841,36,30
37-30,45.5116,-73.8463,45.5147,-73.841,37,30
38-30,45.5147,-73.8463,45.5178,-73.841,38,30
39-30,45.5178,-73.8463,45.5209,-73.841,39,30
40-30,45.5209,-73.8463,45.524,-73.841,40,30
41-30,45.524,-73.8463,45.5271,-73.841,41,30
42-30,45.5271,-73.8463,45.5302,-73.841,42,30
43-30,45.5302,-73.8463,45.5333,-73.841,43,30
44-30,45.5333,-73.8463,45.5364,-73.841,44,30
45-30,45.5364,-73.8463,45.5395,-73.841,45,30
46-30,45.5395,-73.8463,45.5426,-73.841,46,30
47-30,45.5426,-73.8463,45.5457,-73.841,47,30
48-30,45.5457,-73.8463,45.5488,-73.841,48,30
49-30,45.5488,-73.8463,45.551899999999996,-73.841,49,30
50-30,45.551899999999996,-73.8463,45.555,-73.841,50,30
51-30,45.555,-73.8463,45.5581,-73.841,51,30
52-30,45.5581,-73.8463,45.5612,-73.841,52,30
53-30,45.5612,-73.8463,45.5643,-73.841,53,30
54-30,45.5643,-73.8463,45.5674,-73.841,54,30
55-30,45.5674,-73.8463,45.5705,-73.841,55,30
56-30,45.5705,-73.8463,45.5736,-73.841,56,30
57-30,45.5736,-73.8463,45.5767,-73.841,57,30
58-30,45.5767,-73.8463,45.5798,-73.841,58,30
59-30,45.5798,-73.8463,45.5829,-73.841,59,30
60-30,45.5829,-73.8463,45.586,-73.841,60,30
61-30,45.586,-73.8463,45.5891,-73.841,61,30
62-30,45.5891,-73.8463,45.5922,-73.841,62,30
63-30,45.5922,-73.8463,45.5953,-73.841,63,30
64-30,45.5953,-73.8463,45.5984,-73.841,64,30
65-30,45.5984,-73.8463,45.6015,-73.841,65,30
66-30,45.6015,-73.8463,45.6046,-73.841,66,30
67-30,45.6046,-73.8463,45.6077,-73.841,67,30
68-30,45.6077,-73.8463,45.6108,-73.841,68,30
69-30,45.6108,-73.8463,45.6139,-73.841,69,30
70-30,45.6139,-73.8463,45.617,-73.841,70,30
71-30,45.617,-73.8463,45.6201,-73.841,71,30
72-30,45.6201,-73.8463,45.6232,-73.841,72,30
73-30,45.6232,-73.8463,45.6263,-73.841,73,30
74-30,45.6263,-73.8463,45.6294,-73.841,74,30
75-30,45.6294,-73.8463,45.6325,-73.841,75,30
76-30,45.6325,-73.8463,45.635600000000004,-73.841,76,30
77-30,45.635600000000004,-73.8463,45.6387,-73.841,77,30
78-30,45.6387,-73.8463,45.6418,-73.841,78,30
79-30,45.6418,-73.8463,45.6449,-73.841,79,30
80-30,45.6449,-73.8463,45.648,-73.841,80,30
81-30,45.648,-73.8463,45.6511,-73.841,81,30
82-30,45.6511,-73.8463,45.6542,-73.841,82,30
83-30,45.6542,-73.8463,45.6573,-73.841,83,30
84-30,45.6573,-73.8463,45.6604,-73.841,84,30
85-30,45.6604,-73.8463,45.6635,-73.841,85,30
86-30,45.6635,-73.8463,45.6666,-73.841,86,30
87-30,45.6666,-73.8463,45.6697,-73.841,87,30
88-30,45.6697,-73.8463,45.6728,-73.841,88,30
89-30,45.6728,-73.8463,45.6759,-73.841,89,30
90-30,45.6759,-73.8463,45.679,-73.841,90,30
91-30,45.679,-73.8463,45.6821,-73.841,91,30
92-30,45.6821,-73.8463,45.6852,-73.841,92,30
93-30,45.6852,-73.8463,45.6883,-73.841,93,30
94-30,45.6883,-73.8463,45.6914,-73.841,94,30
95-30,45.6914,-73.8463,45.6945,-73.841,95,30
96-30,45.6945,-73.8463,45.6976,-73.841,96,30
97-30,45.6976,-73.8463,45.7007,-73.841,97,30
98-30,45.7007,-73.8463,45.7038,-73.841,98,30
99-30,45.7038,-73.8463,45.7069,-73.841,99,30
100-30,45.7069,-73.8463,45.71,-73.841,100,30
1-31,45.4,-73.841,45.4031,-73.8357,1,31
2-31,45.4031,-73.841,45.4062,-73.8357,2,31
3-31,45.4062,-73.841,45.4093,-73.8357,3,31
4-31,45.4093,-73.841,45.4124,-73.8357,4,31
5-31,45.4124,-73.841,45.4155,-73.8357,5,31
6-31,45.4155,-73.841,45.4186,-73.8357,6,31
7-31,45.4186,-73.841,45.4217,-73.8357,7,31
8-31,45.4217,-73.841,45.4248,-73.8357,8,31
9-31,45.4248,-73.841,45.4279,-73.8357,9,31
10-31,45.4279,-73.841,45.431,-73.8357,10,31
11-31,45.431,-73.841,45.4341,-73.8357,11,31
12-31,45.4341,-73.841,45.4372,-73.8357,12,31
13-31,45.4372,-73.841,45.4403,-73.8357,13,31
14-31,45.4403,-73.841,45.4434,-73.8357,14,31
15-31,45.4434,-73.841,45.4465,-73.8357,15,31
16-31,45.4465,-73.841,45.4496,-73.8357,16,31
17-31,45.4496,-73.841,45.4527,-73.8357,17,31
18-31,45.4527,-73.841,45.455799999999996,-73.8357,18,31
19-31,45.455799999999996,-73.841,45.4589,-73.8357,19,31
20-31,45.4589,-73.841,45.461999999999996,-73.8357,20,31
21-31,45.461999999999996,-73.841,45.4651,-73.8357,21,31
22-31,45.4651,-73.841,45.468199999999996,-73.8357,22,31
23-31,45.468199999999996,-73.841,45.4713,-73.8357,23,31
24-31,45.4713,-73.841,45.474399999999996,-73.8357,24,31
25-31,45.474399999999996,-73.841,45.4775,-73.8357,25,31
26-31,45.4775,-73.841,45.4806,-73.8357,26,31
27-31,45.4806,-73.841,45.4837,-73.8357,27,31
28-31,45.4837,-73.841,45.4868,-73.8357,28,31
29-31,45.4868,-73.841,45.4899,-73.8357,29,31
30-31,45.4899,-73.841,45.493,-73.8357,30,31
31-31,45.493,-73.841,45.4961,-73.8357,31,31
32-31,45.4961,-73.841,45.4992,-73.8357,32,31
33-31,45.4992,-73.841,45.5023,-73.8357,33,31
34-31,45.5023,-73.841,45.5054,-73.8357,34,31
35-31,45.5054,-73.841,45.5085,-73.8357,35,31
36-31,45.5085,-73.841,45.5116,-73.8357,36,31
37-31,45.5116,-73.841,45.5147,-73.8357,37,31
38-31,45.5147,-73.841,45.5178,-73.8357,38,31
39-31,45.5178,-73.841,45.5209,-73.8357,39,31
40-31,45.5209,-73.841,45.524,-73.8357,40,31
41-31,45.524,-73.841,45.5271,-73.8357,41,31
42-31,45.5271,-73.841,45.5302,-73.8357,42,31
43-31,45.5302,-73.841,45.5333,-73.8357,43,31
44-31,45.5333,-73.841,45.5364,-73.8357,44,31
45-31,45.5364,-73.841,45.5395,-73.8357,45,31
46-31,45.5395,-73.841,45.5426,-73.8357,46,31
47-31,45.5426,-73.841,45.5457,-73.8357,47,31
48-31,45.5457,-73.841,45.5488,-73.8357,48,31
49-31,45.5488,-73.841,45.551899999999996,-73.8357,49,31
50-31,45.551899999999996,-73.841,45.555,-73.8357,50,31
51-31,45.555,-73.841,45.5581,-73.8357,51,31
52-31,45.5581,-73.841,45.5612,-73.8357,52,31
53-31,45.5612,-73.841,45.5643,-73.8357,53,31
54-31,45.5643,-73.841,45.5674,-73.8357,54,31
55-31,45.5674,-73.841,45.5705,-73.8357,55,31
56-31,45.5705,-73.841,45.5736,-73.8357,56,31
57-31,45.5736,-73.841,45.5767,-73.8357,57,31
58-31,45.5767,-73.841,45.5798,-73.8357,58,31
59-31,45.5798,-73.841,45.5829,-73.8357,59,31
60-31,45.5829,-73.841,45.586,-73.8357,60,31
61-31,45.586,-73.841,45.5891,-73.8357,61,31
62-31,45.5891,-73.841,45.5922,-73.8357,62,31
63-31,45.5922,-73.841,45.5953,-73.8357,63,31
64-31,45.5953,-73.841,45.5984,-73.8357,64,31
65-31,45.5984,-73.841,45.6015,-73.8357,65,31
66-31,45.6015,-73.841,45.6046,-73.8357,66,31
67-31,45.6046,-73.841,45.6077,-73.8357,67,31
68-31,45.6077,-73.841,45.6108,-73.8357,68,31
69-31,45.6108,-73.841,45.6139,-73.8357,69,31
70-31,45.6139,-73.841,45.617,-73.8357,70,31
71-31,45.617,-73.841,45.6201,-73.8357,71,31
72-31,45.6201,-73.841,45.6232,-73.8357,72,31
73-31,45.6232,-73.841,45.6263,-73.8357,73,31
74-31,45.6263,-73.841,45.6294,-73.8357,74,31
75-31,45.6294,-73.841,45.6325,-73.8357,75,31
76-31,45.6325,-73.841,45.635600000000004,-73.8357,76,31
77-31,45.635600000000004,-73.841,45.6387,-73.8357,77,31
78-31,45.6387,-73.841,45.6418,-73.8357,78,31
79-31,45.6418,-73.841,45.6449,-73.8357,79,31
80-31,45.6449,-73.841,45.648,-73.8357,80,31
81-31,45.648,-73.841,45.6511,-73.8357,81,31
82-31,45.6511,-73.841,45.6542,-73.8357,82,31
83-31,45.6542,-73.841,45.6573,-73.8357,83,31
84-31,45.6573,-73.841,45.6604,-73.8357,84,31
85-31,45.6604,-73.841,45.6635,-73.8357,85,31
86-31,45.6635,-73.841,45.6666,-73.8357,86,31
87-31,45.6666,-73.841,45.6697,-73.8357,87,31
88-31,45.6697,-73.841,45.6728,-73.8357,88,31
89-31,45.6728,-73.841,45.6759,-73.8357,89,31
90-31,45.6759,-73.841,45.679,-73.8357,90,31
91-31,45.679,-73.841,45.6821,-73.8357,91,31
92-31,45.6821,-73.841,45.6852,-73.8357,92,31
93-31,45.6852,-73.841,45.6883,-73.8357,93,31
94-31,45.6883,-73.841,45.6914,-73.8357,94,31
95-31,45.6914,-73.841,45.6945,-73.8357,95,31
96-31,45.6945,-73.841,45.6976,-73.8357,96,31
97-31,45.6976,-73.841,45.7007,-73.8357,97,31
98-31,45.7007,-73.841,45.7038,-73.8357,98,31
99-31,45.7038,-73.841,45.7069,-73.8357,99,31
100-31,45.7069,-73.841,45.71,-73.8357,100,31
1-32,45.4,-73.8357,45.4031,-73.8304,1,32
2-32,45.4031,-73.8357,45.4062,-73.8304,2,32
3-32,45.4062,-73.8357,45.4093,-73.8304,3,32
4-32,45.4093,-73.8357,45.4124,-73.8304,4,32
5-32,45.4124,-73.8357,45.4155,-73.8304,5,32
